,Sentence_id,pmid,sentence,tag
765,167,8537804,,methods
766,168,15718325,A total of 262 patients with primary cutaneous malignant melanoma were randomly assigned to the control or intervention group,methods
767,168,15718325," Patients in the intervention group were offered six weekly sessions of 2 hours of psychoeducation, consisting of health education, enhancement of problem-solving skills, stress management, and psychological support",methods
768,168,15718325, The participants were assessed at baseline before random assignment and 6 and 12 months after surgery,methods
769,168,15718325, The analyses of the main effects of the intervention were based on analyses of covariance,methods
770,168,15718325,,methods
771,169,17602076,Five hundred forty-three individuals with newly diagnosed locoregional breast or prostate cancer were recruited from 39 states and two provinces within North America,methods
772,169,17602076," Participants were randomly assigned either to a 10-month program of tailored mailed print materials promoting fruit and vegetable (F&amp;V) consumption, reducing total/saturated fat intake, and/or increasing exercise or to a 10-month program of nontailored mailed materials on diet and exercise available in the public domain",methods
773,169,17602076," Telephone surveys conducted at baseline and 1 year assessed body mass index (BMI), dietary consumption, physical activity, and other psychosocial/behavioral indices",methods
774,169,17602076, Clinical assessments were conducted on a 23% subsample; information was used to validate self-reports,methods
775,169,17602076,,methods
776,170,17804941,A non-equivalent control group pre-test post-test quasi-experimental design was used,methods
777,170,17804941, The subjects were women cancer patients who had received less than two chemotherapy sessions at C university hospital of Chonnam province(26 in the experimental group: 25 in the control group),methods
778,170,17804941," The patient's self-care practices(Na &amp; Lee, 1999; Jang, 2004) and quality of life(Lee &amp; Jo, 1997) were measured three times",methods
779,170,17804941, using a questionnaire,methods
780,170,17804941," The data was analyzed by Repeated Measures ANOVA, the Friedman test, and the Mann-Whitney test using the SPSS window version 12",methods
781,170,17804941,0 program,methods
782,170,17804941,,methods
783,171,15983186,This was a secondary subset analysis from a randomized 2 x 2 factorial trial in 11 Department of Veterans Affairs medical centers,methods
784,171,15983186," Hospitalized, frail patients at least 65 years old, after stabilization of their acute illness, were randomized to receive care in a geriatric inpatient unit, a geriatric outpatient clinic, both, or neither",methods
785,171,15983186, The interventions involved core teams that provided geriatric assessment and patient management,methods
786,171,15983186," We identified 99 patients with a diagnosis of cancer by The International Classification of Diseases, 9th Revision (ICD-9) codes, excluding all nonmelanoma skin cancers",methods
787,171,15983186," Outcomes collected at discharge, 6 months, and 1 year after randomization were survival, changes in health-related quality of life (using the Medical Outcomes Study 36-Item Short-Form general health survey [SF-36]), activities of daily living, physical performance, health service utilization, and costs",methods
788,171,15983186,,methods
789,172,9467701,"First, we identified barriers to hypertension control: low literacy, difficulty understanding the need for treatment of asymptomatic disease, and wide variability of health beliefs and priorities",methods
790,172,9467701," We then tailored an educational program, which offered employees health education sessions on a variety of different topics, including heart disease, cancer, sleep disorders and back injury",methods
791,172,9467701, All program materials focused on lifestyle changes and the need to seek medical care,methods
792,172,9467701," This program was offered to all hypertensive workers; 130 chose to enroll, and 81 completed the program",methods
793,172,9467701," These 81 participants were matched by age, sex, race and baseline BP with nonparticipating hypertensive workers (controls)",methods
794,172,9467701, Changes in SBP and DBP from before to after the educational program were used to evaluate the program,methods
795,172,9467701,,methods
796,173,23508894,Fifty-nine patients enrolled in a 9-week exercise program,methods
797,173,23508894," Eligibility criteria were limited to presence of motivation, and absence of comorbidities that could jeopardize safety",methods
798,173,23508894," The intervention included three times 3 weeks of exercise (3 weeks supervised, 3 weeks home-based and 3 weeks supervised)",methods
799,173,23508894, The patient's activities were structured by logbooks during the 3 weeks at home,methods
800,173,23508894, VO2 max was estimated at baseline and at the end of intervention,methods
801,173,23508894, Self-reported quality of life was recorded before and after the exercise program,methods
802,173,23508894, Post-intervention exercise activity was assessed by telephone interviews 4 weeks after intervention,methods
803,173,23508894,,methods
804,174,11783170,"In comparing 31 patients who were treated with RT and ICT (Group A), and 31 patients treated with RT and ICT plus YQHX decoction (Group B)",methods
805,174,11783170,,methods
806,175,12195637,"A randomized controlled design was used, with 15 manufacturing worksites assigned to a health promotion (HP) or a health promotion plus occupational health and safety intervention (HP/OHS), and compared from baseline (1997) to final (1999)",methods
807,175,12195637, The response rates to the survey were 80% at baseline (n = 9019) and 65% at final (n = 7327),methods
808,175,12195637, Both groups targeted smoking and diet; the HP/OHS condition additionally incorporated reduction of occupational exposures,methods
809,175,12195637,,methods
810,176,23142798,This is an open-label prospective nonrandomized comparative trial on 100 patients with breast cancer in all stages undergoing either a combination of chemotherapy with oral Withania somnifera or chemotherapy alone,methods
811,176,23142798," The chemotherapy regimens were either taxotere, adriamycin, and cyclophosphamide or 5-fluorouracil, epirubicin, and cyclophosphamide",methods
812,176,23142798," Withania somnifera root extract was administered to patients in the study group at a dose of 2 g every 8 hours, throughout the course of chemotherapy",methods
813,176,23142798," The quality-of-life and fatigue scores were evaluated before, during, and on the last cycles of chemotherapy using the EORTC QLQ-C30 (Version 3), Piper Fatigue Scale (PFS), and Schwartz Cancer Fatigue Scale (SCFS-6)",methods
814,176,23142798,,methods
815,177,28481837,"The sample consisted of 129 women treated for breast cancer, presenting with persistent pain, who were randomly assigned to MBCT or a wait-list control",methods
816,177,28481837," We previously reported a statistically significant and robust effect of MBCT on pain intensity (11-point numeric rating scale), which was included as the primary outcome",methods
817,177,28481837," The proposed mediators were mindfulness (the Five Facet Mindfulness Questionnaire), self-compassion (the Short-Form Self-Compassion Scale), and pain catastrophizing (the Pain Catastrophizing Scale)",methods
818,177,28481837," Measurement points included baseline (T1), postintervention (T2), and 3- (T3) and 6-month (T4) follow-ups",methods
819,177,28481837," All indirect effects of the mediators were tested in separate Multilevel Models, using the product-of-coefficients approach with bias-corrected confidence intervals (95% BSCI)",methods
820,177,28481837, The statistically significant mediators were then included in a multiple mediator model,methods
821,177,28481837,,methods
822,178,25753889,"Patients reporting treatment-induced HFNS were randomly assigned to CBT (n\u2009=\u200933) or treatment as usual (TAU) (n\u2009=\u200935), stratified for cancer type",methods
823,178,25753889," The CBT intervention included a booklet, CD plus telephone contact during a 4-week period",methods
824,178,25753889," Validated self-report questionnaires were completed at baseline, 6 weeks and 32 weeks after randomisation",methods
825,178,25753889, The primary outcome was HFNS problem rating (perceived burden of HFNS) at 6 weeks after randomisation,methods
826,178,25753889, Potential moderators and mediators were examined,methods
827,178,25753889, Data analysis was conducted on a modified intention-to-treat basis,methods
828,178,25753889,,methods
829,179,26766737,This randomised controlled trial investigated the effects of a 12-week lifestyle intervention that included supervised exercise training and dietary advice on markers of cardiovascular risk in 50 men on long-term ADT recruited to an on-going study investigating the effects of such a lifestyle intervention on quality of life,methods
830,179,26766737, Participants were randomly allocated to receive the intervention or usual care,methods
831,179,26766737," Cardiovascular outcomes included endothelial function (flow-mediated dilatation (FMD) of the brachial artery), blood pressure, body composition and serum lipids",methods
832,179,26766737, Additional outcomes included treadmill walk time and exercise and dietary behaviours,methods
833,179,26766737," Outcomes were assessed before randomisation (baseline), and 6, 12 and 24 weeks after randomisation",methods
834,179,26766737,,methods
835,180,11489728,Nine men with untreated prostate cancer consumed an LF/FOS diet for 3 months,methods
836,180,11489728," Plasma, gluteal adipose tissue, and prostate needle biopsy specimens were obtained from each patient before and after the intervention",methods
837,180,11489728," The fatty acid compositions of the plasma and gluteal adipose tissue were determined by gas-liquid chromatography, and the COX-2 expression in the prostatic tissue specimens was determined by semiquantitative reverse transcriptase-polymerase chain reaction (RT-PCR)",methods
838,180,11489728,,methods
839,181,16360449,A total of 51 men who presented to our outpatient clinic for the first time with symptoms of lower urinary outflow obstruction were included in this study,methods
840,181,16360449, Blood samples were obtained from each patient before and 30 minutes after prostatic massage,methods
841,181,16360449," Total PSA (tPSA), free PSA (fPSA), and cPSA levels were measured using a chemiluminescent enzyme immunoassay",methods
842,181,16360449,,methods
843,182,24026982,Thirty people undergoing radiotherapy and/or chemotherapy were randomly allocated to either a 1-h RFES session from the CAN-FIT programme (delivered individually to participants and modified where necessary for patients undergoing chemotherapy) or standard care,methods
844,182,24026982, Measures were taken pre- and post-treatment and 6 weeks after completing treatment,methods
845,182,24026982,,methods
846,183,16731125,A total of 27 patients with operable non-small cell lung carcinoma who received thoracotomy were recruited and randomized to receive either electroacupuncture or sham acupuncture in addition to routine oral analgesics and patient-controlled intravenous analgesia for postoperative pain control,methods
847,183,16731125, All patients received acupuncture twice daily with visual analog pain score recorded for the first 7 postoperative days,methods
848,183,16731125," Specific chest acupoints (LI 4, GB 34, GB 36, and TE 8) were targeted",methods
849,183,16731125," Patient-controlled analgesia was used for the first 3 postoperative days in all patients, and the cumulative dosage used was recorded",methods
850,183,16731125,,methods
851,184,29168064,Twenty obese postmenopausal breast cancer survivors were randomized to a 16-week aerobic and resistance exercise (EX) intervention or delayed intervention control (CON),methods
852,184,29168064, The EX group participated in 16\u00a0weeks of supervised exercise sessions 3 times/week,methods
853,184,29168064," Participants provided fasting blood, dual-energy X-ray absorptiometry (DXA), and superficial subcutaneous abdominal adipose tissue biopsies at baseline and following the 16-week study period",methods
854,184,29168064,,methods
855,185,27531024,Seventy-six breast cancer survivors (mean age\u00a0=\u00a055,methods
856,185,27531024,"62\u00a0y, mean 1",methods
857,185,27531024,1\u00a0y since diagnosis) were randomized to receive either a 12-week telephone-delivered exercise intervention from peer volunteers or a contact control condition,methods
858,185,27531024, The intervention did not specifically address sitting time,methods
859,185,27531024," Participants' sedentary behavior was assessed for 7\u00a0days at baseline, 12\u00a0weeks, and 24\u00a0weeks via self-report and objective measurement (accelerometer)",methods
860,185,27531024,,methods
861,186,11783207,"The 86 patients of rectal carcinoma were randomly divided into CHM plus chemotherapy group and single chemotherapy group, and the changes of T-lymphocyte cell subset, natural killer (NK) activity, pathologic picture and clinical symptoms were analysed statistically before and after treatment",methods
862,186,11783207,,methods
863,187,29725798,"The sample consisted of 39 cancer patients (10 males and 29 females), randomly assigned to the three following groups: control, exercise and psychotherapy groups (13 patients in each group)",methods
864,187,29725798," The duration of the training program for the individuals of the exercise group was 10\u00a0weeks with two sessions per week, lasting 60\u00a0min each",methods
865,187,29725798," The patients of the psychotherapy group received 10\u00a0weeks of supportive-expressive group therapy, once a week, 90\u00a0min long",methods
866,187,29725798, The Profile of Mood States (POMS) questionnaire was administered to examine the short-term effect of both programs before and after intervention in terms of distinct mood states,methods
867,187,29725798, Control group individuals did not participate in any program and they just filled in the POMS questionnaire before and after intervention,methods
868,187,29725798,,methods
869,188,26812553,"Twelve AYAC survivors, aged 18-23, who had completed acute medical treatment participated in this pilot open trial with 6 months follow-up",methods
870,188,26812553," Each participant completed a baseline period followed by 8-14 sessions of MCT that targeted perseverative thinking (worry and rumination), attentional control, and metacognitive beliefs",methods
871,188,26812553, The primary outcome variable was severity of depression and anxiety symptoms as measured by the Hospital Anxiety and Depression Scale (HADS),methods
872,188,26812553,,methods
873,189,16622646,A total of 30 patients scheduled to receive six courses of cumulative cisplatin-based regimens were randomly allocated to treatment and control groups and were then studied by means of neurological examination and electrophysiological study,methods
874,189,16622646," Patients assigned to group I (n=14) orally received vitamin E at a daily dose of 600 mg/day during chemotherapy and 3 months after its cessation were compared to patients of group II (n=16), who received no vitamin E supplementation and served as controls",methods
875,189,16622646, The severity of neurotoxicity was summarized by means of a modified Peripheral Neuropathy (PNP) score,methods
876,189,16622646,,methods
877,190,17043961,Sixty-six late-staged gastric cancer patients undergoing chemotherapy were randomly divided into EN group (n=33) and control group (n=33),methods
878,190,17043961," During chemotherapy, the patients in EN group received Supportan and the patients in the control group received basic diet",methods
879,190,17043961," On the 14th day before chemotherapy and after chemotherapy, nutritional status and cell immune indicators were evaluated",methods
880,190,17043961,,methods
881,191,2061981,"We randomly assigned 40 primary care physicians in community-based practices to either (1) Cancer Prevention Reminders, computer-generated lists of overdue screening tests, and smoking and dietary assessment and counseling, supplemented by cancer education materials; or (2) controls",methods
882,191,2061981," For each physician, we reviewed a random sample of 60 medical records for data about screening test, assessment, and counseling performance during 12-month preintervention and intervention periods",methods
883,191,2061981, We calculated performance scores as percentage compliance with American Cancer Society and/or National Cancer Institute recommendations,methods
884,191,2061981, Multiple regression analyses provided estimates of incremental differences in performance scores between intervention and control groups,methods
885,191,2061981,,methods
886,192,18591549,"Randomized, controlled, pragmatic, two-center trial of CBT versus treatment as usual (TAU) in 150 patients (103 females; mean age, 61 years",methods
887,192,18591549,") who had completed active therapy for breast, prostate, colorectal, or gynecological cancer",methods
888,192,18591549, The study conformed to CONSORT guidelines,methods
889,192,18591549," Primary outcomes were sleep diary measures at baseline, post-treatment, and 6-month follow-up",methods
890,192,18591549," Actigraphic sleep, health-related quality of life (QOL), psychopathology, and fatigue were secondary measures",methods
891,192,18591549," CBT comprised five, small group sessions across consecutive weeks, after a manualized protocol",methods
892,192,18591549, TAU represented normal clinical practice; the appropriate control for a clinical effectiveness study,methods
893,192,18591549,,methods
894,193,11898235,Seventy-eight women who had recently received a diagnosis of breast cancer and who were beginning adjuvant chemotherapy were enrolled in a home-based exercise study during the first four cycles of chemotherapy,methods
895,193,11898235," Weight change, body mass index, anorexia, nausea, fatigue, caloric expenditure during exercise, and functional ability were recorded",methods
896,193,11898235,,methods
897,194,12115339,"The study population consisted of women aged 50 years or younger who had no prior history of breast carcinoma, were diagnosed with Stage I-IIIA tumors, and for whom a first course of chemotherapy had been initiated recently",methods
898,194,12115339, The intervention consisted of two in-person and four telephone sessions with an oncology nurse who provided problem-solving skills training and informational materials to the women over a 12-week period,methods
899,194,12115339," All subjects were assessed for physical and psychosocial adjustment through telephone and mailed surveys at baseline, at 4 -months, and at 8 months",methods
900,194,12115339,,methods
901,195,21477901,"In the first study, 72 healthy human volunteers received Placebo OJ or Sterol OJ and in the second study, 72 volunteers received OJBev or Sterol OJBev for 8 weeks and blood was drawn at baseline and following supplementation for 8 weeks",methods
902,195,21477901," Biomarkers of Inflammation (IL-1b, IL-6, TNF, IL-8, IL-10) were assessed in serum using the BD Human Inflammatory Cytokine Cytometric Bead Array and PAI-1 activity was assessed in citrated plasma",methods
903,195,21477901,,methods
904,196,11972568,The study used a pretest/post-test design among African American women who attended senior citizen centers in a rural southern state,methods
905,196,11972568," The centers were randomly assigned to the cultural and self-empowerment group, who received the five-phased intervention, the modified cultural group, who received phase I of the intervention only, or the traditional group, who served as the control group",methods
906,196,11972568, Data were collected at the initial and 1-year follow-up screenings,methods
907,196,11972568," Hemoccult kits were distributed, collected, and analyzed at no cost to the participants",methods
908,196,11972568," Data were analyzed using descriptive statistics, repeated measures, and longitudinal models for binary outcomes",methods
909,196,11972568,,methods
910,197,25917814,"Eighty-five prostate cancer patients were recruited for a multicenter, 2-armed, nonrandomized controlled trial 6 to 12 weeks after prostatectomy",methods
911,197,25917814, The intervention group (n = 56) took part in a 15-month supervised multimodal exercise program,methods
912,197,25917814, Exercise sessions took place once a week for 60 minutes at a moderate intensity (3,methods
913,197,25917814,84-4,methods
914,197,25917814,84 MET-hour),methods
915,197,25917814, The control group (n = 29) received no intervention,methods
916,197,25917814," Outcomes included aerobic fitness, activity levels, quality of life, disease- and treatment-related adverse effects, such as urinary incontinence and erectile dysfunction, and relapse-relevant blood values",methods
917,197,25917814, Intention-to-treat analysis was performed,methods
918,197,25917814,,methods
919,198,18300337,A total of 543 breast and prostate cancer patients were recruited from 39 states and two provinces within North America,methods
920,198,18300337," Participants were randomly assigned to receive a 10-month program of tailored mailed print materials that aimed to increase fruit and vegetable consumption, reduce fat intake, and/or increase exercise or a 10-month program of publically available materials on diet and exercise",methods
921,198,18300337," Telephone surveys conducted at baseline and 1 year assessed dietary practices, physical activity, and self-efficacy for engaging in these health behaviors",methods
922,198,18300337,,methods
923,199,9099400,Analytic methods were employed to determine whether SI and UC participants differed either in baseline characteristics or in characteristics that changed during the trial and to determine whether these differences could explain the higher rates of lung cancer mortality among SI as compared to UC participants,methods
924,199,9099400, Rates of mortality from coronary heart (CHD) were examined to explore the possibility that prevention of CHD death may have contributed to greater mortality due to lung cancer in the SI group,methods
925,199,9099400,,methods
926,200,28987237,One hundred and twenty-three stage II-III CRC patients were randomly assigned to either a home-based exercise (n=62) or standard care control group (n=61) for 12weeks,methods
927,200,28987237," Home-based exercise consisted of aerobic and resistance training, with a goal of obtaining \u226518 metabolic equivalent task (MET)-h/wk",methods
928,200,28987237, Participants in the exercise group were instructed to participate in &gt;18MET-h/wk,methods
929,200,28987237, of aerobic and resistance exercise while the participants in the control group were asked to maintain their usual daily activity,methods
930,200,28987237, The primary outcome was fasting insulin levels,methods
931,200,28987237," Secondary outcomes were adiponectin, TNF-\u03b1 levels and 6min walk distance from baseline to post-intervention",methods
932,200,28987237,,methods
933,201,15695785,The incidence of the side effects of radioiodine therapy on the salivary glands was prospectively and longitudinally investigated in 2 groups of patients with postsurgical differentiated thyroid cancer with varying regimens for sucking lemon candy,methods
934,201,15695785," From August 1999 to October 2000, 116 consecutive patients were asked to suck 1 or 2 lemon candies every 2-3 h in the daytime of the first 5 d after radioiodine therapy (group A)",methods
935,201,15695785, Lemon candy sucking was started within 1 h after radioiodine ingestion,methods
936,201,15695785," From November 2000 to June 2002, 139 consecutive patients (group B) were asked to suck lemon candies in a manner similar to that of group A",methods
937,201,15695785," In the group B, lemon candies were withheld until 24 h after the ingestion of radioiodine",methods
938,201,15695785," Patients with salivary gland disorders, diabetes, collagen tissue diseases, or a previous history of radioiodine therapy or external irradiation to the neck were excluded",methods
939,201,15695785," Thus, 105 patients in group A and 125 patients in group B were available for analysis",methods
940,201,15695785, There were no statistical differences in the mean age (55,methods
941,201,15695785,2 y vs,methods
942,201,15695785, 58,methods
943,201,15695785,"5 y), average levels of serum free thyroxine (l-3,5,3',5'-tetraiodothyronine) (0",methods
944,201,15695785,40 ng/dL vs,methods
945,201,15695785, 0,methods
946,201,15695785,"47 ng/dL), and the mean dose of (131)I administered (3",methods
947,201,15695785,96 GBq vs,methods
948,201,15695785, 3,methods
949,201,15695785,87 GBq) between the 2 groups,methods
950,201,15695785," The onset of salivary side effects was monitored during hospital admission and regular follow-up on the basis of interviews with patients, a visual analog scale, and salivary gland scintigraphy using (99m)Tc-pertechnetate",methods
951,201,15695785," When a patient showed a persistent (&gt;4 mo) dry mouth associated with a nonfunctioning pattern on salivary gland scintigraphy, a diagnosis of xerostomia was established",methods
952,201,15695785,,methods
953,202,17686823,Participants were randomly assigned to take either a vitamin-mineral combination (&quot;factor&quot;) or a placebo daily for 5,methods
954,202,17686823,25 years (March 1986-May 1991),methods
955,202,17686823," Four factors (at doses one to two times the US Recommended Daily Allowance)-retinol and zinc (factor A); riboflavin and niacin (factor B); ascorbic acid and molybdenum (factor C); and beta-carotene, alpha-tocopherol, and selenium (factor D)-were tested in a partial factorial design",methods
956,202,17686823, The study outcome was primary liver cancer death occurring from 1986 through 2001,methods
957,202,17686823, Adjusted Cox proportional hazards models were used to calculate hazard ratios (HRs) and 95% confidence intervals (CIs) of liver cancer death with and without each factor,methods
958,202,17686823, All P values are two-sided,methods
959,202,17686823,,methods
960,203,17870203,"We conducted a randomized, double-blind, placebo-controlled trial",methods
961,203,17870203, Eighty consecutive patients were randomly enrolled into two groups: trial group and control group,methods
962,203,17870203, The trial group received three-dimensional conformal radiation therapy (3D-CRT) plus rhubarb (at a dose of 20 mg kg(-1) once a day) for 6 weeks,methods
963,203,17870203, The control group received 3D-CRT plus a placebo containing starch for 6 weeks,methods
964,203,17870203," Plasma TGF-beta1 and serum IL-6 were measured in all patients before, every 2 weeks during, and at 6 weeks after the completion of the treatment",methods
965,203,17870203," RILT and PF were evaluated at 6 weeks and 6 months after the end of the treatment, respectively",methods
966,203,17870203," The differences of TGF-beta1, IL-6, RILT, and PF between the two groups were analysed",methods
967,203,17870203,,methods
968,204,22253295,"We genotyped 882 single nucleotide polymorphisms (SNP) in 82 one-carbon metabolism genes for 1,331 cases of advanced colorectal adenoma, identified by sigmoidoscopy at baseline, and 1,501 controls from the Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial (PLCO)",methods
969,204,22253295, We evaluated associations between one-carbon genes and adenoma risk in all subjects and stratified by folate intake,methods
970,204,22253295, We applied the Adaptive Rank Truncated Product (ARTP) method to assess statistical significance at the gene and pathway levels,methods
971,204,22253295,,methods
972,205,18480190,"Participants (all cancer types, medical treatment completed &gt; or = 3 months ago) were randomly assigned to multidisciplinary rehabilitation (n = 76) or physical training (n = 71)",methods
973,205,18480190, The nonintervention comparison group consisted of 62 patients on a waiting list,methods
974,205,18480190, Quality of life was measured using the RAND-36,methods
975,205,18480190," The rehabilitation groups were measured at baseline, after rehabilitation, and 3-month follow-up, and the nonintervention group was measured at baseline and 12 weeks later",methods
976,205,18480190,,methods
977,206,29420749,Patients with \u22655% weight loss within 6 months were considered as targets for aggressive nutritional intervention,methods
978,206,29420749," Among these patients, those with head and neck squamous cell carcinoma, who underwent major invasive surgery with free flap reconstruction were included in the present study",methods
979,206,29420749, The patients were randomized into two groups: the 'nutritional supplementation group' and the 'non-intervention group',methods
980,206,29420749, The nutritional supplementation group received two packs of Prosure\u00ae (an eicosapentaenoic acid [EPA]-enriched oral nutritional supplement) per day for 28 days during the perioperative period,methods
981,206,29420749,,methods
982,207,10898560,"Over a five-month period, 108 women (40-70 years of age) from two clinics (a family practice clinic and a free clinic for the poor) participated in the study",methods
983,207,10898560," Participants initially completed measures assessing perceptions of the personal importance of breast cancer, knowledge, and anxiety about screening procedures",methods
984,207,10898560, They then were randomly assigned to receive breast cancer education by using an interactive multimedia program or by reading a brochure,methods
985,207,10898560," Following the intervention, the participants once again completed the perceived importance, knowledge, and anxiety measures, and evaluated the educational materials",methods
986,207,10898560,,methods
987,208,10458256,One hundred twenty-three healthy female breast cancer survivors and 87 women without cancer were recruited for this study,methods
988,208,10458256, A randomized pretest/posttest control group design with a standardized videotape intervention was used,methods
989,208,10458256," Participants completed the State-Trait Anxiety Inventory (STAI), an information recall test, a compassion rating, and physician attribute rating scales",methods
990,208,10458256,,methods
991,209,20607434,Four promotoras led a series of two workshops with community members covering content related to cervical cancer,methods
992,209,20607434," Sociodemographic characteristics, cervical cancer risk, previous screening history, cervical cancer knowledge, and self-efficacy were measured by a pre-intervention questionnaire",methods
993,209,20607434," The post-intervention questionnaire measured the following outcomes: cervical cancer knowledge (on a 0-6 scale), self-efficacy (on a 0-5 scale), and receipt of Pap smear screening during the previous 6 months (dichotomous)",methods
994,209,20607434," Univariate analyses were performed using chi square, t-test, and the Mann-Whitney test",methods
995,209,20607434, Multivariate logistic regression was used to model the association between explanatory variables and receipt of Pap smear screening,methods
996,209,20607434,,methods
997,210,27906448,Patients aged 50 to 75 years who were of average CRC risk and not up-to-date with CRC screening were recruited from either a federally qualified health center or a primary care community health clinic,methods
998,210,27906448, Patients were randomized to the intervention condition (targeted photonovella booklet/DVD plus FIT kit) or comparison condition (standard Centers for Disease Control and Prevention brochure plus FIT kit),methods
999,210,27906448, The main outcome was screening with FIT within 180 days of delivery of the intervention,methods
1000,210,27906448,,methods
1001,211,15668500,Subjects were randomized to a double-blinded placebo-controlled clinical trial of antioxidant vitamin supplementation [500 mg vitamin C and 400 IU vitamin E (dl-alpha-tocopherol) daily] or placebo,methods
1002,211,15668500, Smokers with &gt; or =10 cigarettes per day and serum cotinine &gt; or =25 ng/mL were eligible for the study,methods
1003,211,15668500, B(a)P-DNA adduct level was the outcome,methods
1004,211,15668500, The randomization was stratified by gender and cigarettes per day (&lt; or =20 or &gt;20),methods
1005,211,15668500, Smoking habits and blood samples were collected every 3 months during the 15-month treatment period,methods
1006,211,15668500," Samples were analyzed for B(a)P-DNA adducts (high-performance liquid chromatography), plasma cotinine, vitamin levels, and GSTM1 genotype",methods
1007,211,15668500, The intent-to-treat model adjusted for B(a)P-DNA and cotinine at randomization,methods
1008,211,15668500,,methods
1009,212,23220254,Couples were recruited at the time the patient was first prescribed ADT and were randomized to a treatment or control group,methods
1010,212,23220254, Those in the treatment group were asked to read an educational guide and participate in an educational session designed to inform couples about possible ADT side effects and management strategies,methods
1011,212,23220254," To assess changes in the couples' relationships, they were administered the Dyadic Adjustment Scale and the Personal Assessment of Intimacy in Relationships questionnaire prior to randomization and again at 6 months",methods
1012,212,23220254,,methods
1013,213,23341547,45 primary caregivers were randomly assigned to intervention or standard care,methods
1014,213,23341547," Of these, 37 completed measures of social support, depression, anxiety, and perceived stress at both pre-intervention (T1; mean = 24 days post-diagnosis) and post-intervention time points (T2; mean = 165 days post-diagnosis)",methods
1015,213,23341547,,methods
1016,214,10694559,This double-blind clinical trial involved breast cancer survivors with substantial hot flashes,methods
1017,214,10694559," After randomization, patients underwent a 1-week baseline period with no therapy",methods
1018,214,10694559, This was followed by 4 weeks of either soy tablets or placebo,methods
1019,214,10694559, The patients then crossed over to the opposite arm in a double-blind manner for the last 4 weeks,methods
1020,214,10694559," Patients completed a daily questionnaire documenting hot flash frequency, intensity, and perceived side effects",methods
1021,214,10694559,,methods
1022,215,29732483,The proposed PRO-SMART application obtains daily personal health record (PHR) data from cancer patients via a smartphone,methods
1023,215,29732483, An analysis report of cumulative PHR data is provided to the clinician in a format suitable for upload to electronic medical records (EMRs),methods
1024,215,29732483, Cancer outpatients who had received at least two cycles of chemotherapy and who were scheduled for two more cycles were enrolled,methods
1025,215,29732483,,methods
1026,216,1312773,A total of 235 subjects with grade 1 or 2 cervical intraepithelial neoplasia were randomly assigned to receive either 10 mg of folic acid or a placebo daily for 6 months,methods
1027,216,1312773," Clinical status, human papillomavirus type 16 infection, and blood folate levels were monitored at 2-month intervals",methods
1028,216,1312773, Outcome data were subjected to chi 2 analysis,methods
1029,216,1312773,,methods
1030,217,29538220,A total of 62 patients (age range 39-82 years) diagnosed with a malignant tumor and suffering from cancer-related pain were randomly divided into a treatment group (group A) and a control group (group B) (n\u200a=\u200a31 for each),methods
1031,217,29538220, The patients in both groups were administered appropriate drugs for 2 cycles of 7-day treatments according to the World Health Organization (WHO) 3-step ladder for cancer pain relief in adults,methods
1032,217,29538220," In addition, a CMWC was given to patients in group A",methods
1033,217,29538220, Pain relief was assessed using the visual analogue scale (VAS) at various time points before and after interventions in each group,methods
1034,217,29538220," Alteration of analgesic doses, adverse reactions, performance status (PS), and QOL were evaluated and any differences between groups A and B evaluated",methods
1035,217,29538220,,methods
1036,218,11920549,"The authors delivered a psychoeducational intervention by phone to men with prostate carcinoma, with or without supplemented delivery to a close family member, that was directed at managing uncertainty and improving symptom control",methods
1037,218,11920549, One hundred thirty-four Caucasian men and 105 African-American men were assigned randomly to one of two approaches to delivering the intervention or to the control condition,methods
1038,218,11920549, Men entered the study immediately after surgical treatment or in the first 3 weeks of radiation therapy,methods
1039,218,11920549, Trained nurses delivered the intervention through weekly phone calls for 8 weeks,methods
1040,218,11920549,,methods
1041,219,9678615,"Women eligible for invitation--8385 for cervical and 8069 for breast cancer screening--listed in the rosters of 43 and 105 general practitioners (GP), respectively, who had accepted to collaborate in the program, were randomized to 4 invitation groups: Group A--letter signed by the GP, with a prefixed appointment; Group B--open-ended invitation, signed by the GP, prompting women to contact the screening center to arrange an appointment; Group C--letter (same as for group A), signed by the program coordinator, with a prefixed appointment; Group D--extended letter (highlighting the benefits of early cancer detection) signed by the GP, with a prefixed appointment",methods
1042,219,9678615, Assignment to the interventions was based on a randomized block design (block=GP),methods
1043,219,9678615,,methods
1044,220,11260571,We treated 32 children aged 2-14 years,methods
1045,220,11260571," The modes of AT before, during, and after the punctures were as follows: clinical dialogue to calm children and help them cope with painful procedures; visual imagination to activate alternative thought processes and decrease the attention towards overwhelming reality and raise the peripheral sensitivity gate; medical play to clarify illness, eliminate doubts, and offer control over threatening reality; structured drawing to contain anxiety by offering a structured, predictable reality (the drawing) that was controllable by children; free drawing to allow children to externalize confusion and fears; and dramatization to help children accept and reconcile themselves to body changes",methods
1046,220,11260571,,methods
