,Sentence,Word,Entity,postag,bio_tag
37763,233,manuka,NPI,NN,B-NPI
37764,233,honey,NPI,NN,I-NPI
37765,233,improve,O,VB,O
37766,233,mucositis,DI,NN,B-DI
37767,233,honey,NPI,NN,B-NPI
37768,233,syrup,O,NN,O
37769,233,seemed,O,VBD,O
37770,233,associated,O,VBN,O
37771,233,reduction,O,NN,O
37772,233,bacterial,O,NN,O
37773,233,infections.,O,NN,O
37774,233,compliance,O,NN,O
37775,233,problem,O,NN,O
37776,233,onset,O,NN,O
37777,233,mucositis,DI,NN,B-DI
37778,233,may,O,MD,O
37779,233,affected,O,JJ,O
37780,233,findings,O,NNS,O
37781,233,.,O,.,O
37782,234,comparison,O,NN,O
37783,234,interventions,O,NNS,O
37784,234,showed,O,VBD,O
37785,234,larger,O,JJR,O
37786,234,decreased,O,VBN,O
37787,234,arm,O,NN,O
37788,234,volume,O,NN,O
37789,234,140ml,O,CD,O
37790,234,95,O,CD,O
37791,234,ci,O,NN,O
37792,234,17-263,O,JJ,O
37793,234,immediately,O,RB,O
37794,234,intervention,O,NN,O
37795,234,favor,O,NN,O
37796,234,ai,NPI,NN,B-NPI
37797,234,chi,NPI,NN,I-NPI
37798,234,intervention,O,NN,O
37799,234,however,O,RB,O
37800,234,sustained,O,VBN,O
37801,234,1h,O,CD,O
37802,234,follow-up.,O,NN,O
37803,234,post,O,NN,O
37804,234,hoc,O,NN,O
37805,234,analysis,O,NN,O
37806,234,showed,O,VBD,O
37807,234,72,O,CD,O
37808,234,participants,O,NNS,O
37809,234,decrease,O,NN,O
37810,234,arm,O,NN,O
37811,234,volume,O,NN,O
37812,234,immediately,O,RB,O
37813,234,ai,NPI,NN,B-NPI
37814,234,chi,NPI,NN,I-NPI
37815,234,compared,O,VBN,O
37816,234,28,O,CD,O
37817,234,immediately,O,RB,O
37818,234,conventional,O,JJ,O
37819,234,aquatic,O,JJ,O
37820,234,therapy,O,NN,O
37821,234,number,O,NN,O
37822,234,needed,O,VBN,O
37823,234,treat,O,NN,O
37824,234,3,O,CD,O
37825,234,95,O,CD,O
37826,234,ci,O,NN,O
37827,234,1.4-6.6,O,JJ,O
37828,234,.,O,.,O
37829,234,differences,O,NNS,O
37830,234,interventions,O,NNS,O
37831,234,bio-impedance.,O,NN,O
37832,234,satisfaction,O,NN,O
37833,234,good,O,JJ,O
37834,234,interventions.,O,NN,O
37835,234,actrn12614000557639,O,NN,O
37836,234,httpswww.anzctr.org.autrialregistrationtrialreview.aspxactrn12614000557639,O,NN,O
37837,234,.,O,.,O
37838,234,slow,O,VB,O
37839,234,pace,O,NN,O
37840,234,aquatic,O,JJ,O
37841,234,exercise,O,NN,O
37842,234,effective,O,JJ,O
37843,234,conventional,O,JJ,O
37844,234,aquatic,O,JJ,O
37845,234,exercise,O,NN,O
37846,234,immediately,O,RB,O
37847,234,intervention,O,NN,O
37848,234,arm,O,NN,O
37849,234,volume.,O,NN,O
37850,234,also,O,RB,O
37851,234,undesirable,O,JJ,O
37852,234,increase,O,NN,O
37853,234,arm,O,NN,O
37854,234,volume,O,NN,O
37855,234,seems,O,VBZ,O
37856,234,subside,O,NN,O
37857,234,1h,O,CD,O
37858,234,beneficial,O,JJ,O
37859,234,therapy,O,NN,O
37860,234,address,O,NN,O
37861,234,arm,O,NN,O
37862,234,volume.,O,NN,O
37863,234,identify,O,VB,O
37864,234,whether,O,IN,O
37865,234,slow,O,VB,O
37866,234,aquatic,O,JJ,O
37867,234,exercise,O,NN,O
37868,234,form,O,NN,O
37869,234,modified,O,VBN,O
37870,234,ai,NPI,NN,B-NPI
37871,234,chi,NPI,NN,I-NPI
37872,234,effective,O,JJ,O
37873,234,conventional,O,JJ,O
37874,234,faster,O,NN,O
37875,234,pace,O,NN,O
37876,234,aquatic,O,JJ,O
37877,234,therapy,O,NN,O
37878,234,reducing,O,VBG,O
37879,234,arm,O,NN,O
37880,234,volume,O,NN,O
37881,234,women,O,NNS,O
37882,234,risk,O,NN,O
37883,234,breast,DI,NN,B-DI
37884,234,cancer,DI,NN,I-DI
37885,234,related,O,JJ,O
37886,234,lymphoedema.,O,NN,O
37887,234,cross-over,O,NN,O
37888,234,controlled,O,VBN,O
37889,234,trial,O,NN,O
37890,234,concealed,O,VBN,O
37891,234,allocation,O,NN,O
37892,234,blinded,O,VBN,O
37893,234,assessment.,O,NN,O
37894,234,eighteen,O,NN,O
37895,234,women,O,NNS,O
37896,234,history,O,NN,O
37897,234,breast,DI,NN,B-DI
37898,234,cancer,DI,NN,I-DI
37899,234,related,O,JJ,O
37900,234,lymphoedema,O,NN,O
37901,234,recruited.,O,NN,O
37902,234,participants,O,NNS,O
37903,234,received,O,VBN,O
37904,234,two,O,CD,O
37905,234,intervention,O,NN,O
37906,234,sessions,O,NNS,O
37907,234,order,O,NN,O
37908,234,one,O,CD,O
37909,234,week,O,NN,O
37910,234,apart.,O,NN,O
37911,234,interventions,O,NNS,O
37912,234,50min,O,CD,O
37913,234,conventional,O,JJ,O
37914,234,aquatic,O,JJ,O
37915,234,intervention,O,NN,O
37916,234,50min,O,CD,O
37917,234,modified,O,VBN,O
37918,234,ai,NPI,NN,B-NPI
37919,234,chi.,O,NN,O
37920,234,arm,O,NN,O
37921,234,volume,O,NN,O
37922,234,measured,O,VBN,O
37923,234,difference,O,NN,O
37924,234,affected,O,JJ,O
37925,234,unaffected,O,JJ,O
37926,234,arm,O,NN,O
37927,234,bio-impedance,O,NN,O
37928,234,measured,O,VBN,O
37929,234,index,O,NN,O
37930,234,extracellular,O,NN,O
37931,234,fluid,O,NN,O
37932,234,satisfaction,O,NN,O
37933,234,measured,O,VBN,O
37934,234,via,O,IN,O
37935,234,12,O,CD,O
37936,234,question,O,NN,O
37937,234,form.,O,NN,O
37938,234,outcomes,O,NNS,O
37939,234,measured,O,VBN,O
37940,234,immediately,O,RB,O
37941,234,one,O,CD,O
37942,234,hour,O,NN,O
37943,234,intervention,O,NN,O
37944,234,.,O,.,O
37945,235,supports,O,NNS,O
37946,235,efficacy,O,NN,O
37947,235,early,O,RB,O
37948,235,minimal,O,NN,O
37949,235,cbt-i,O,NN,O
37950,235,treat,O,NN,O
37951,235,acute,O,NN,O
37952,235,insomnia,O,NN,O
37953,235,comorbid,O,NN,O
37954,235,cancer.,O,NN,O
37955,235,thirty-eight,O,NN,O
37956,235,92,O,CD,O
37957,235,female,O,NN,O
37958,235,mage,O,NN,O
37959,235,57,O,CD,O
37960,235,caucasian,O,NN,O
37961,235,various,O,JJ,O
37962,235,types,O,NNS,O
37963,235,cancer,DI,NN,B-DI
37964,235,insomnia,O,NN,O
37965,235,symptoms,O,NNS,O
37966,235,less,O,RBR,O
37967,235,6,O,CD,O
37968,235,months,O,NNS,O
37969,235,self-administered,O,JJ,O
37970,235,mcbt-i,O,NN,O
37971,235,condition,O,NN,O
37972,235,n20,O,NN,O
37973,235,6,O,CD,O
37974,235,short,O,JJ,O
37975,235,booklets,O,NNS,O
37976,235,3,O,CD,O
37977,235,phone,O,NN,O
37978,235,consultations,O,NNS,O
37979,235,psychologist,O,NN,O
37980,235,6,O,CD,O
37981,235,weeks,O,NNS,O
37982,235,no-treatment,O,JJ,O
37983,235,condition,O,NN,O
37984,235,n18,O,NN,O
37985,235,.,O,.,O
37986,235,measures,O,NNS,O
37987,235,completed,O,VBN,O
37988,235,pre-treatment,O,NN,O
37989,235,post-treatment,O,NN,O
37990,235,well,O,RB,O
37991,235,3-,O,JJ,O
37992,235,6-month,O,JJ,O
37993,235,follow-ups.,O,NN,O
37994,235,aimed,O,VBN,O
37995,235,provide,O,NN,O
37996,235,preliminary,O,JJ,O
37997,235,evidence,O,NN,O
37998,235,efficacy,O,NN,O
37999,235,early,O,RB,O
38000,235,minimal,O,NN,O
38001,235,cognitive-behavioural,NPI,JJ,B-NPI
38002,235,therapy,NPI,NN,I-NPI
38003,235,acute,O,NN,O
38004,235,insomnia,O,NN,O
38005,235,mcbt-i,O,NN,O
38006,235,comorbid,O,NN,O
38007,235,cancer.,O,NN,O
38008,235,sleep,O,NN,O
38009,235,parameters,O,NNS,O
38010,235,average,O,JJ,O
38011,235,dosage,O,NN,O
38012,235,hypnotics,O,NNS,O
38013,235,significantly,O,RB,O
38014,235,improved,O,VBN,O
38015,235,pre-,O,NN,O
38016,235,post-treatment,O,NN,O
38017,235,among,O,IN,O
38018,235,treated,O,VBN,O
38019,235,participants,O,NNS,O
38020,235,participants.,O,NN,O
38021,235,mcbt-i,O,NN,O
38022,235,also,O,RB,O
38023,235,associated,O,VBN,O
38024,235,significantly,O,RB,O
38025,235,greater,O,JJR,O
38026,235,reduction,O,NN,O
38027,235,anxiety,DI,NN,B-DI
38028,235,depression,O,NN,O
38029,235,symptoms,O,NNS,O
38030,235,maladaptive,O,NN,O
38031,235,sleep,O,NN,O
38032,235,habits,O,NNS,O
38033,235,erroneous,O,JJ,O
38034,235,beliefs,O,NNS,O
38035,235,sleep,O,NN,O
38036,235,well,O,RB,O
38037,235,significantly,O,RB,O
38038,235,greater,O,JJR,O
38039,235,improvement,O,NN,O
38040,235,subjective,O,NN,O
38041,235,cognitive,O,NN,O
38042,235,functioning.,O,NN,O
38043,235,greater,O,JJR,O
38044,235,proportion,O,NN,O
38045,235,mcbt-i,O,NN,O
38046,235,participants,O,NNS,O
38047,235,controls,O,NNS,O
38048,235,met,O,NN,O
38049,235,criteria,O,NNS,O
38050,235,clinical,O,JJ,O
38051,235,remission,O,NN,O
38052,235,post-treatment.,O,NN,O
38053,235,therapeutic,O,JJ,O
38054,235,gains,O,NNS,O
38055,235,mcbt-i,O,NN,O
38056,235,well,O,RB,O
38057,235,sustained,O,VBN,O
38058,235,6,O,CD,O
38059,235,months,O,NNS,O
38060,235,intervention,O,NN,O
38061,235,.,O,.,O
38062,236,find,O,VB,O
38063,236,acupuncture,NPI,NN,B-NPI
38064,236,significantly,O,RB,O
38065,236,relieves,O,NNS,O
38066,236,hot,O,JJ,O
38067,236,flashes,O,NNS,O
38068,236,sleep,O,NN,O
38069,236,disturbances,O,NNS,O
38070,236,good,O,JJ,O
38071,236,safe,O,JJ,O
38072,236,women,O,NNS,O
38073,236,treated,O,VBN,O
38074,236,breast,DI,NN,B-DI
38075,236,cancer.,O,NN,O
38076,236,evaluates,O,NNS,O
38077,236,effect,O,NN,O
38078,236,acupuncture,NPI,NN,B-NPI
38079,236,hot,O,JJ,O
38080,236,flashes,O,NNS,O
38081,236,disturbed,O,NN,O
38082,236,night,O,NN,O
38083,236,sleep,O,NN,O
38084,236,treated,O,VBN,O
38085,236,breast,DI,NN,B-DI
38086,236,cancer.,O,NN,O
38087,236,effect,O,NN,O
38088,236,acupuncture,NPI,NN,B-NPI
38089,236,tested,O,VBN,O
38090,236,sham-acupuncture,O,NN,O
38091,236,group,O,NN,O
38092,236,no-treatment,O,JJ,O
38093,236,group.,O,NN,O
38094,236,plasma,O,NN,O
38095,236,estradiol,O,NN,O
38096,236,measured,O,VBN,O
38097,236,rule,O,NN,O
38098,236,cause,O,NN,O
38099,236,effect.,O,NN,O
38100,236,side,O,NN,O
38101,236,registered.,O,NN,O
38102,236,94,O,CD,O
38103,236,women,O,NNS,O
38104,236,31,O,CD,O
38105,236,acupuncture,NPI,NN,B-NPI
38106,236,29,O,CD,O
38107,236,sham,O,NN,O
38108,236,acupuncture,NPI,NN,B-NPI
38109,236,34,O,CD,O
38110,236,treatment.,O,NN,O
38111,236,acupuncture,NPI,NN,B-NPI
38112,236,group,O,NN,O
38113,236,16,O,CD,O
38114,236,52,O,CD,O
38115,236,experienced,O,JJ,O
38116,236,effect,O,NN,O
38117,236,hot,O,JJ,O
38118,236,flashes,O,NNS,O
38119,236,compared,O,VBN,O
38120,236,seven,O,CD,O
38121,236,24,O,CD,O
38122,236,sham,O,NN,O
38123,236,group,O,NN,O
38124,236,p,O,NN,O
38125,236,0.05,O,CD,O
38126,236,.,O,.,O
38127,236,effect,O,NN,O
38128,236,came,O,VBD,O
38129,236,second,O,JJ,O
38130,236,acupuncture,NPI,NN,B-NPI
38131,236,session,O,NN,O
38132,236,lasted,O,VBN,O
38133,236,least,O,JJS,O
38134,236,12,O,CD,O
38135,236,weeks,O,NNS,O
38136,236,last,O,JJ,O
38137,236,treatment.,O,NN,O
38138,236,statistically,O,RB,O
38139,236,positive,O,JJ,O
38140,236,effect,O,NN,O
38141,236,seen,O,VBN,O
38142,236,sleep,O,NN,O
38143,236,acupuncture,NPI,NN,B-NPI
38144,236,group,O,NN,O
38145,236,compared,O,VBN,O
38146,236,sham-acupuncture,O,NN,O
38147,236,no-treatment,O,JJ,O
38148,236,groups.,O,NN,O
38149,236,effect,O,NN,O
38150,236,correlated,O,VBN,O
38151,236,increased,O,VBN,O
38152,236,levels,O,NNS,O
38153,236,plasma,O,NN,O
38154,236,estradiol.,O,NN,O
38155,236,side,O,NN,O
38156,236,acupuncture,NPI,NN,B-NPI
38157,236,registered,O,VBN,O
38158,236,.,O,.,O
38159,237,design,O,NN,O
38160,237,develop,O,VB,O
38161,237,test,O,NN,O
38162,237,effect,O,NN,O
38163,237,educational,O,JJ,O
38164,237,initiative,O,NN,O
38165,237,improve,O,VB,O
38166,237,risk,NPI,NN,B-NPI
38167,237,perception,O,NN,O
38168,237,amongst,O,NN,O
38169,237,attending,O,VBG,O
38170,237,high-risk,O,NN,O
38171,237,breast,DI,NN,B-DI
38172,237,cancer,DI,NN,I-DI
38173,237,clinic.,O,NN,O
38174,237,achieved,O,VBN,O
38175,237,three,O,CD,O
38176,237,objectives,O,NNS,O
38177,237,-,O,:,O
38178,237,1.,O,CD,O
38179,237,identifying,O,VBG,O
38180,237,optimal,O,JJ,O
38181,237,method,O,NN,O
38182,237,presenting,O,VBG,O
38183,237,risk,NPI,NN,B-NPI
38184,237,data,O,NNS,O
38185,237,2.,O,CD,O
38186,237,designing,O,VBG,O
38187,237,building,O,NN,O
38188,237,risk,NPI,NN,B-NPI
38189,237,application,NPI,NN,I-NPI
38190,237,3.,O,CD,O
38191,237,testing,O,VBG,O
38192,237,ability,O,NN,O
38193,237,application,NPI,NN,B-NPI
38194,237,successfully,O,RB,O
38195,237,modify,O,NN,O
38196,237,perceived,O,VBN,O
38197,237,risk,NPI,NN,B-NPI
38198,237,cancer.,O,NN,O
38199,237,mobile,O,NN,O
38200,237,application,NPI,NN,B-NPI
38201,237,developed,O,NN,O
38202,237,project,O,NN,O
38203,237,using,O,VBG,O
38204,237,best,O,JJS,O
38205,237,practice,O,NN,O
38206,237,methods,O,NNS,O
38207,237,displaying,O,VBG,O
38208,237,risk,NPI,NN,B-NPI
38209,237,information.,O,NN,O
38210,237,n,DI,NN,B-DI
38211,237,84,O,CD,O
38212,237,randomly,O,RB,O
38213,237,allocated,O,VBN,O
38214,237,two,O,CD,O
38215,237,groups,O,NNS,O
38216,237,-,O,:,O
38217,237,.,O,.,O
38218,237,groups,O,NNS,O
38219,237,underwent,O,NN,O
38220,237,standard,O,NN,O
38221,237,risk,NPI,NN,B-NPI
38222,237,counseling,O,VBG,O
38223,237,application,NPI,NN,B-NPI
38224,237,employed,O,VBN,O
38225,237,group.,O,NN,O
38226,237,surveyed,O,VBN,O
38227,237,session,O,NN,O
38228,237,immediately,O,RB,O
38229,237,six,O,CD,O
38230,237,weeks,O,NNS,O
38231,237,later.,O,NN,O
38232,237,increases,O,NNS,O
38233,237,accuracy,O,NN,O
38234,237,seen,O,VBN,O
38235,237,groups,O,NNS,O
38236,237,larger,O,JJR,O
38237,237,increases,O,NNS,O
38238,237,demonstrated,O,VBN,O
38239,237,group,O,NN,O
38240,237,personal,O,JJ,O
38241,237,10,O,CD,O
38242,237,year,O,NN,O
38243,237,risk,NPI,NN,B-NPI
38244,237,statistically,O,RB,O
38245,237,group,O,NN,O
38246,237,increase,O,NN,O
38247,237,21,O,CD,O
38248,237,48,O,CD,O
38249,237,vs,O,NN,O
38250,237,group,O,NN,O
38251,237,increase,O,NN,O
38252,237,33,O,CD,O
38253,237,71,O,CD,O
38254,237,-,O,:,O
38255,237,p,O,NN,O
38256,237,0.003,O,CD,O
38257,237,.,O,.,O
38258,237,project,O,NN,O
38259,237,demonstrated,O,VBN,O
38260,237,trends,O,NNS,O
38261,237,towards,O,NNS,O
38262,237,improved,O,VBN,O
38263,237,risk,NPI,NN,B-NPI
38264,237,perception,O,NN,O
38265,237,however,O,RB,O
38266,237,mixed,O,JJ,O
38267,237,logistic,O,JJ,O
38268,237,regression,O,NN,O
38269,237,unable,O,JJ,O
38270,237,show,O,NN,O
38271,237,30,O,CD,O
38272,237,difference,O,NN,O
38273,237,groups.,O,NN,O
38274,237,numerical,O,JJ,O
38275,237,literacy,O,NN,O
38276,237,understanding,O,VBG,O
38277,237,risk,NPI,NN,B-NPI
38278,237,identified,O,VBN,O
38279,237,issues,O,NNS,O
38280,237,amongst,O,NN,O
38281,237,general,O,JJ,O
38282,237,population.,O,NN,O
38283,237,overestimating,O,VBG,O
38284,237,risk,NPI,NN,B-NPI
38285,237,remains,O,NNS,O
38286,237,high,O,JJ,O
38287,237,amongst,O,NN,O
38288,237,attendees.,O,NN,O
38289,237,using,O,VBG,O
38290,237,mobile,O,NN,O
38291,237,applications,O,NNS,O
38292,237,convey,O,NN,O
38293,237,risk,NPI,NN,B-NPI
38294,237,information,O,NN,O
38295,237,new,O,JJ,O
38296,237,evolving,O,VBG,O
38297,237,area,O,NN,O
38298,237,corresponding,O,VBG,O
38299,237,paucity,O,NN,O
38300,237,data.,O,NN,O
38301,237,demonstrated,O,VBN,O
38302,237,potential,O,JJ,O
38303,237,emphasised,O,VBN,O
38304,237,importance,O,NN,O
38305,237,designing,O,VBG,O
38306,237,information,O,NN,O
38307,237,communicated,O,VBN,O
38308,237,order,O,NN,O
38309,237,make,O,VB,O
38310,237,understandable,O,JJ,O
38311,237,meaningful,O,NN,O
38312,237,.,O,.,O
38313,238,mancova,O,NN,O
38314,238,analyses,O,NNS,O
38315,238,indicated,O,VBN,O
38316,238,intervention,O,NN,O
38317,238,participants,O,NNS,O
38318,238,reported,O,VBD,O
38319,238,lower,O,JJR,O
38320,238,decisional,O,NN,O
38321,238,conflict,O,NN,O
38322,238,p,O,NN,O
38323,238,0.027,O,CD,O
38324,238,greater,O,JJR,O
38325,238,knowledge,O,NN,O
38326,238,p,O,NN,O
38327,238,0.019,O,CD,O
38328,238,satisfaction,O,NN,O
38329,238,information,O,NN,O
38330,238,p,O,NN,O
38331,238,0.0005,O,CD,O
38332,238,2-months,O,JJ,O
38333,238,follow-up,O,NN,O
38334,238,compared,O,VBN,O
38335,238,controls.,O,NN,O
38336,238,intervention,O,NN,O
38337,238,participants,O,NNS,O
38338,238,reported,O,VBD,O
38339,238,high,O,JJ,O
38340,238,user,O,NN,O
38341,238,acceptability,O,NN,O
38342,238,satisfaction,O,NN,O
38343,238,intervention.,O,NN,O
38344,238,decision-making,O,NN,O
38345,238,concerning,O,VBG,O
38346,238,risk-reducing,O,NN,O
38347,238,mastectomy,O,NN,O
38348,238,women,O,NNS,O
38349,238,hereditary,O,NN,O
38350,238,risk,O,NN,O
38351,238,breast,DI,NN,B-DI
38352,238,cancer,DI,NN,I-DI
38353,238,entails,O,NNS,O
38354,238,complex,O,JJ,O
38355,238,personal,O,JJ,O
38356,238,choices.,O,NN,O
38357,238,deciding,O,VBG,O
38358,238,whether,O,IN,O
38359,238,restore,O,NN,O
38360,238,breast,DI,NN,B-DI
38361,238,shape,O,NN,O
38362,238,risk-reducing,O,NN,O
38363,238,mastectomy,O,NN,O
38364,238,key,O,NN,O
38365,238,part,O,NN,O
38366,238,process.,O,NN,O
38367,238,developed,O,NN,O
38368,238,web-based,O,JJ,O
38369,238,decision,NPI,NN,B-NPI
38370,238,aid,NPI,NN,I-NPI
38371,238,breconda,O,NN,O
38372,238,breast,DI,NN,B-DI
38373,238,reconstruction,NPI,NN,B-NPI
38374,238,decision,NPI,NN,I-NPI
38375,238,aid,NPI,NN,I-NPI
38376,238,assist,O,NN,O
38377,238,women,O,NNS,O
38378,238,decision-making,O,NN,O
38379,238,regarding,O,VBG,O
38380,238,breast,DI,NN,B-DI
38381,238,reconstruction.,O,NN,O
38382,238,assessed,O,VBN,O
38383,238,efficacy,O,NN,O
38384,238,breconda,O,NN,O
38385,238,assist,O,NN,O
38386,238,women,O,NNS,O
38387,238,increased,O,VBN,O
38388,238,risk,O,NN,O
38389,238,breast,DI,NN,B-DI
38390,238,cancer,DI,NN,I-DI
38391,238,making,O,VBG,O
38392,238,decisions,O,NNS,O
38393,238,regarding,O,VBG,O
38394,238,risk-reducing,O,NN,O
38395,238,mastectomy,O,NN,O
38396,238,terms,O,NNS,O
38397,238,decisional,O,NN,O
38398,238,conflict,O,NN,O
38399,238,knowledge,O,NN,O
38400,238,satisfaction,O,NN,O
38401,238,information.,O,NN,O
38402,238,women,O,NNS,O
38403,238,hereditary,O,NN,O
38404,238,risk,O,NN,O
38405,238,breast,DI,NN,B-DI
38406,238,cancer,DI,NN,I-DI
38407,238,n,DI,NN,I-DI
38408,238,64,O,CD,O
38409,238,recruited,O,VBN,O
38410,238,controlled,O,VBN,O
38411,238,trial,O,NN,O
38412,238,four,O,CD,O
38413,238,australian,O,JJ,O
38414,238,hereditary,O,NN,O
38415,238,cancer,DI,NN,B-DI
38416,238,clinics.,O,NN,O
38417,238,participants,O,NNS,O
38418,238,initially,O,RB,O
38419,238,provided,O,VBN,O
38420,238,online,O,NN,O
38421,238,consent,O,NN,O
38422,238,completed,O,VBN,O
38423,238,baseline,O,NN,O
38424,238,questionnaires,O,NNS,O
38425,238,assessing,O,VBG,O
38426,238,decisional,O,NN,O
38427,238,conflict,O,NN,O
38428,238,knowledge,O,NN,O
38429,238,satisfaction,O,NN,O
38430,238,information.,O,NN,O
38431,238,randomly,O,RB,O
38432,238,assigned,O,VBN,O
38433,238,either,O,DT,O
38434,238,1,O,CD,O
38435,238,intervention,O,NN,O
38436,238,-,O,:,O
38437,238,unlimited,O,JJ,O
38438,238,access,O,NN,O
38439,238,breconda,O,NN,O
38440,238,usual,O,JJ,O
38441,238,care,O,NN,O
38442,238,2,O,CD,O
38443,238,-,O,:,O
38444,238,usual,O,JJ,O
38445,238,care.,O,NN,O
38446,238,2-months,O,JJ,O
38447,238,follow-up,O,NN,O
38448,238,n,DI,NN,B-DI
38449,238,60,O,CD,O
38450,238,outcomes,O,NNS,O
38451,238,re-assessed.,O,NN,O
38452,238,intervention,O,NN,O
38453,238,participants,O,NNS,O
38454,238,also,O,RB,O
38455,238,completed,O,VBN,O
38456,238,user,O,NN,O
38457,238,acceptability,O,NN,O
38458,238,ratings,O,NNS,O
38459,238,intervention,O,NN,O
38460,238,overall,O,JJ,O
38461,238,specific,O,JJ,O
38462,238,key,O,NN,O
38463,238,modules.,O,NN,O
38464,238,breconda,O,NN,O
38465,238,benefits,O,NNS,O
38466,238,women,O,NNS,O
38467,238,considering,O,VBG,O
38468,238,risk-reducing,O,NN,O
38469,238,mastectomy,O,NN,O
38470,238,reducing,O,VBG,O
38471,238,decisional,O,NN,O
38472,238,conflict,O,NN,O
38473,238,improving,O,VBG,O
38474,238,knowledge,O,NN,O
38475,238,satisfaction,O,NN,O
38476,238,information.,O,NN,O
38477,238,benefits,O,NNS,O
38478,238,coupled,O,VBN,O
38479,238,high,O,JJ,O
38480,238,user,O,NN,O
38481,238,acceptability,O,NN,O
38482,238,demonstrate,O,NN,O
38483,238,feasibility,O,NN,O
38484,238,implementing,O,VBG,O
38485,238,breconda,O,NN,O
38486,238,hereditary,O,NN,O
38487,238,cancer,DI,NN,B-DI
38488,238,risk,O,NN,O
38489,238,context,O,NN,O
38490,238,.,O,.,O
38491,239,96,O,CD,O
38492,239,women,O,NNS,O
38493,239,aged,O,VBN,O
38494,239,40-75,O,JJ,O
38495,239,years,O,NNS,O
38496,239,47,O,CD,O
38497,239,12-month,O,JJ,O
38498,239,regimen,O,NNS,O
38499,239,moderate-intensity,NPI,NN,B-NPI
38500,239,physical,NPI,JJ,I-NPI
38501,239,activity,NPI,NN,I-NPI
38502,239,49,O,CD,O
38503,239,group.,O,NN,O
38504,239,participants,O,NNS,O
38505,239,exercise,O,NN,O
38506,239,group,O,NN,O
38507,239,exercisers,O,NNS,O
38508,239,took,O,VBD,O
38509,239,part,O,NN,O
38510,239,exercise,O,NN,O
38511,239,gym,O,NN,O
38512,239,facilities,O,NNS,O
38513,239,3,O,CD,O
38514,239,times,O,NNS,O
38515,239,per,O,IN,O
38516,239,week,O,NN,O
38517,239,3,O,CD,O
38518,239,times,O,NNS,O
38519,239,per,O,IN,O
38520,239,week,O,NN,O
38521,239,own.,O,NN,O
38522,239,serum,O,NN,O
38523,239,prolactin,O,NN,O
38524,239,collected,O,VBN,O
38525,239,participants,O,NNS,O
38526,239,baseline,O,NN,O
38527,239,3,O,CD,O
38528,239,12,O,CD,O
38529,239,months.,O,NN,O
38530,239,using,O,VBG,O
38531,239,generalized,O,VBN,O
38532,239,linear,O,NN,O
38533,239,models,O,NNS,O
38534,239,compared,O,VBN,O
38535,239,percent,O,NN,O
38536,239,change,O,NN,O
38537,239,prolactin,O,NN,O
38538,239,concentrations,O,NNS,O
38539,239,baseline,O,NN,O
38540,239,two,O,CD,O
38541,239,follow-up,O,NN,O
38542,239,time,O,NN,O
38543,239,points,O,NNS,O
38544,239,exercisers,O,NNS,O
38545,239,versus,O,NN,O
38546,239,group.,O,NN,O
38547,239,many,O,JJ,O
38548,239,studies,O,NNS,O
38549,239,investigated,O,VBN,O
38550,239,immediate,O,NN,O
38551,239,impact,O,NN,O
38552,239,physical,NPI,JJ,B-NPI
38553,239,activity,NPI,NN,I-NPI
38554,239,prolactin,O,NN,O
38555,239,concentrations,O,NNS,O
38556,239,however,O,RB,O
38557,239,currently,O,RB,O
38558,239,unclear,O,JJ,O
38559,239,impact,O,NN,O
38560,239,exercise,O,NN,O
38561,239,may,O,MD,O
38562,239,prolactin,O,NN,O
38563,239,concentrations,O,NNS,O
38564,239,long-term,O,JJ,O
38565,239,particularly,O,RB,O
38566,239,among,O,IN,O
38567,239,women.,O,NN,O
38568,239,understanding,O,VBG,O
38569,239,role,O,NN,O
38570,239,exercise,O,NN,O
38571,239,prolactin,O,NN,O
38572,239,important,O,JJ,O
38573,239,epidemiologic,O,NN,O
38574,239,studies,O,NNS,O
38575,239,reported,O,VBD,O
38576,239,increased,O,VBN,O
38577,239,risks,O,NNS,O
38578,239,breast,DI,NN,B-DI
38579,239,cancer,DI,NN,I-DI
38580,239,association,O,NN,O
38581,239,high,O,JJ,O
38582,239,prolactin,O,NN,O
38583,239,concentrations.,O,NN,O
38584,239,investigated,O,VBN,O
38585,239,whether,O,IN,O
38586,239,exercise,O,NN,O
38587,239,alters,O,NNS,O
38588,239,serum,O,NN,O
38589,239,prolactin,O,NN,O
38590,239,concentrations,O,NNS,O
38591,239,two,O,CD,O
38592,239,time,O,NN,O
38593,239,points,O,NNS,O
38594,239,within,O,IN,O
38595,239,one-year,O,JJ,O
38596,239,exercise,O,NN,O
38597,239,intervention.,O,NN,O
38598,239,observed,O,VBN,O
38599,239,suggestion,O,NN,O
38600,239,differences,O,NNS,O
38601,239,change,O,NN,O
38602,239,serum,O,NN,O
38603,239,prolactin,O,NN,O
38604,239,concentrations,O,NNS,O
38605,239,subgroups,O,NNS,O
38606,239,overall,O,JJ,O
38607,239,difference,O,NN,O
38608,239,change,O,NN,O
38609,239,prolactin,O,NN,O
38610,239,concentrations,O,NNS,O
38611,239,exercisers,O,NNS,O
38612,239,controls,O,NNS,O
38613,239,3,O,CD,O
38614,239,months,O,NNS,O
38615,239,p0.57,O,NN,O
38616,239,12,O,CD,O
38617,239,months,O,NNS,O
38618,239,p0.42,O,NN,O
