,Unnamed: 0,Title,journalname,pmid,text,response
230,75220,Higher Plasma Selenium Concentrations Are Associated with Increased Odds of Prevalent Type 2 Diabetes.,The Journal of nutrition,29924331,"We examined the association between baseline plasma concentrations of selenium and the prevalence of T2D, as well as whether participant characteristics or intake of other antioxidant nutrients modified this relation. These findings show that higher plasma concentrations of selenium were significantly associated with prevalent T2D among participants in a selenium supplementation trial. Future work is needed to elucidate whether there are individual characteristics, such as blood concentrations of other antioxidants, which may influence this relation. Mean ± SD plasma selenium concentrations for those with T2D compared with those without T2D were 143.6 ± 28.9 and 138.7 ± 27.2 ng/mL, respectively. After adjustment for confounding, higher plasma selenium concentrations were associated with a higher prevalence of T2D, with ORs (95% CIs) of 1.25 (0.80, 1.95) and 1.77 (1.16, 2.71) for the second and third tertiles of plasma selenium, respectively, compared with the lowest tertile (P-trend = 0.007). No significant effect modification was observed for age, sex, body mass index, smoking, or ethnicity. Increased odds of T2D were seen among those who were in the highest tertile of plasma selenium and the highest category of intake of β-cryptoxanthin (P-trend = 0.03) and lycopene (P-trend = 0.008); however, interaction terms were not significant. We conducted cross-sectional analyses of 1727 participants from the Selenium Trial, a randomized clinical trial of selenium supplementation for colorectal adenoma chemoprevention that had data for baseline selenium plasma concentrations, T2D status, and dietary intake. Logistic regression modeling was used to evaluate the associations between plasma selenium concentrations and prevalent T2D, adjusting for confounding factors. Heterogeneity of effect by participant characteristics was evaluated utilizing likelihood-ratio tests. Selenium, an essential trace element, has been investigated as a potential cancer prevention agent. However, several studies have indicated that selenium supplementation may be associated with an increased risk of type 2 diabetes (T2D), although an equivocal relation of this nature requires confirmation. Adenoma Aged Antioxidants Beta-Cryptoxanthin Case-Control Studies Colorectal Neoplasms Cross-Sectional Studies Diabetes Mellitus, Type 2 Dietary Supplements Female Humans Logistic Models Lycopene Male Middle Aged Odds Ratio Prevalence Risk Factors Selenium Trace Elements",1
231,75234,Pain-sensitive temperament: does it predict procedural distress and response to psychological treatment among children with cancer?,Journal of pediatric psychology,10814693,"A measurement of pain sensitivity may be useful in pediatric oncology settings for effectively targeting pain-vulnerable children for psychological intervention. Preliminary analyses indicate that an empirically-supported intervention for procedural distress is efficacious for those children who are most pain-sensitive. To evaluate the relationship between pain sensitivity and children's distress during lumbar punctures (LPs), and whether pain sensitivity functions as a moderator of children's responses to a psychological intervention aimed at reducing LP distress. Fifty-five children with acute lymphoblastic leukemia (ages 3 to 18) and their parents completed a questionnaire measure of pain sensitivity. Self-report, physiological, and observed measures of distress were collected during the study baseline LP. Children were then randomized into a psychological intervention or an attention control group. Postintervention and follow-up LPs were observed. Higher levels of pain sensitivity were associated with greater anxiety and pain, both prior to and during the LP. Preliminary analyses indicated that pain sensitivity moderated the effects of intervention on distress. Children who were more pain-sensitive and who received no intervention showed greater increases in LP distress over time. In contrast, children who were more pain-sensitive and who received intervention showed greater decreases in LP distress over time. Adaptation, Psychological Adolescent Anxiety Child Child, Preschool Cognitive Behavioral Therapy Female Humans Male Mental Recall Pain Pain Measurement Precursor Cell Lymphoblastic Leukemia-Lymphoma Spinal Puncture Temperament",1
232,75239,Feasibility and preliminary outcomes from a pilot study of a brief psychological intervention for families of children newly diagnosed with cancer.,Journal of pediatric psychology,16260434,"SCCIP-ND appears to be an acceptable intervention that can be used successfully with caregivers over the first few months after diagnosis. Recruitment and retention data document feasibility but also highlight challenges. Preliminary outcome data show changes in the desired direction [e.g., reduced anxiety and parental posttraumatic stress symptoms (PTSS)]. The pilot data are supportive of the value and challenges of developing evidence-based family interventions in pediatric psychology. To report initial feasibility and outcome from a pilot study of a new three-session intervention for caregivers of children newly diagnosed with cancer, Surviving Cancer Competently Intervention Program-Newly Diagnosed (SCCIP-ND). Nineteen families (38 caregivers) were randomly assigned to SCCIP-ND or treatment as usual subsequent to learning of their child's illness. The study design included pre- and 2-month postintervention assessments, with state anxiety and posttraumatic stress symptoms as outcomes. Feasibility was based on therapist feedback and supervision, program evaluations, and data from study-tracking procedures. Adult Anxiety Caregivers Child, Preschool Family Family Therapy Female Humans Male Middle Aged Neoplasms Pilot Projects Psychotherapy, Brief Social Support Stress Disorders, Traumatic",1
233,76062,Patient participation in the cancer consultation: evaluation of a question prompt sheet.,Annals of oncology : official journal of the European Society for Medical Oncology,8186168,"A question prompt sheet has a limited but important effect on patient question asking behaviour in the cancer consultation. Active participation and asking questions are important ways in which patients can ensure they understand what the doctor has said. This study evaluated a question prompt sheet designed to encourage patients to ask questions in the cancer consultation. Patients (n = 142) were randomised to receive (i) a question prompt sheet or (ii) a general sheet informing patients of services available through the regional Cancer Council. Recall of information was assessed in a structured interview 4-20 days after the consultation. Questionnaires to assess patient satisfaction and adjustment to cancer were sent by mail. The question prompt sheet had a significant effect in one content area: prognosis. Thirty-five percent of patients who received the question handout asked questions about prognosis compared to 16% of those receiving the information handout. The prompt sheet did not increase the mean number of questions asked overall. Age, in/out-patient status, gender and involvement preference were predictive of both number and duration of patient questions. Adaptation, Psychological Adult Aged Aged, 80 and over Female Follow-Up Studies Humans Male Middle Aged Neoplasms Patient Participation Patient Satisfaction Physician-Patient Relations Predictive Value of Tests Prognosis Referral and Consultation Regression Analysis",1
234,76364,A 4-year randomized trial comparing three outreach interventions to promote screening mammograms.,Translational behavioral medicine,29796649,"As population health has become a focus of health care payers and providers, interest has grown in mail, phone, and other forms of outreach for improving population rates of cancer screening. Translational research is needed to compare the effectiveness and cost of low- and high-intensity behavioral outreach interventions for promoting cancer screening. The purpose of the article is to compare the effectiveness in promoting biannual mammograms of three interventions delivered over 4 years to a primary care population with a high baseline mammography adherence of 83.3%. We randomized women aged 40-84 to reminder letter only (LO arm), letter + reminder call (RC arm), and two letters + counseling call (CC arm) involving tailored education and motivational interviewing. Mammography adherence (≥1 mammogram in the previous 24 months) at four time points was determined from insurance claims records. Over 4 years, 30,162 women were randomized. At the end of 4 years, adherence was highest in the RC arm (83.0%) compared with CC (80.8%) and LO (80.8%) arms (p = .03). Only 23.5% of women in the CC arm were reached and accepted full counseling. The incremental cost per additional mammogram for RC arm women was $30.45 over the LO arm cost. A simple reminder call can increase screening mammogram adherence even when baseline adherence is high. Some more complex behavioral interventions delivered by mail and phone as in this study may be less effective, due to limited participation of patients, a focus on ambivalence, lack of follow-up, and other factors. Adult Aged Aged, 80 and over Breast Neoplasms Cost-Benefit Analysis Counseling Early Detection of Cancer Female Health Care Costs Humans Mammography Middle Aged Patient Compliance Reminder Systems Telemedicine Telephone Therapy, Computer-Assisted Treatment Outcome",1
235,76421,Comparison of the fecal microflora of Seventh-Day Adventists with individuals consuming a general diet. Implications concerning colonic carcinoma.,Annals of surgery,327955,"Qualitative and quantitative fecal microflora was studied in a double blind fashion in 28 subjects. Fourteen were Seventh-Day Adventists, who were strict vegetarians, while the remaining 14 subjects were individuals consuming a general western diet. No statistically significant differences were identified in the fecal microflora of the two groups. The bacteriologic analysis included total aerobes and total anaerobes as well as each of the major fecal aerobes and anaerobes. This study seems to indicate that the dietary intake of animal fat and protein does not significantly alter the fecal microflora, a possibility which has previously been suggested as being part of the explanation for the higher incidence of colonic carcinoma in those who consume meat compared with vegetarians. It does not, however, invalidate the concept that dietary animal fat does increase bile acid degradation within the gastrointestinal tract, a factor which has been related to colon cancer. Future studies should be directed at identifying the factors that may be present in the gastrointestinal tracts of vegetarians which modify the ability of their colonic microflora to degrade bile acids, an essential step in the production of intraluminal carcinogens or co-carcinogens. Adolescent Adult Aged Bacteriological Techniques Bile Acids and Salts Colonic Neoplasms Diet Diet, Vegetarian Dietary Fats Feces Female Humans Male Middle Aged",1
236,76896,Mammographic densities in a one-year isoflavone intervention.,European journal of cancer prevention : the official journal of the European Cancer Prevention Organisation (ECP),12671541,"The estrogenic and antiestrogenic effects of isoflavones, phytoestrogens contained in soy foods, have been proposed as mechanisms for the possible involvement of soy products in the development of breast cancer. We investigated the hypothesis that isoflavones reduce mammographic density, a predictor of breast cancer risk. We conducted a double-blind randomized trial in premenopausal women who received a daily 100 mg isoflavone supplement or a placebo over 12 months. Compliance with the study regimen was confirmed by urinary isoflavones and tablet counts. We used a computer-assisted method to measure mammographic density and paired t-tests to assess changes in mammographic characteristics from baseline to follow-up mammogram. Complete sets of mammograms were available for 30 women. The two groups differed by age and mammographic density at baseline, but were similar in body weight and nutritional intakes. We detected no significant changes either in the size of the dense areas or in the per cent densities. A non-significant decrease in breast area among intervention group subjects was probably the result of methodological issues in comparing mammograms taken under different conditions. In conclusion, our findings do not support the hypothesis that isoflavones decrease mammographic density during a one-year intervention. Although this exploratory study had limited power, it appears that isoflavones do not exert an estrogenic effect similar to hormone replacement therapy on mammographic density. Adult Breast Neoplasms Dietary Supplements Double-Blind Method Female Humans Isoflavones Mammography Middle Aged Phytotherapy Soybeans Treatment Outcome",1
237,77213,Intensive lifestyle changes may affect the progression of prostate cancer.,The Journal of urology,16094059,"Men with prostate cancer are often advised to make changes in diet and lifestyle, although the impact of these changes has not been well documented. Therefore, we evaluated the effects of comprehensive lifestyle changes on prostate specific antigen (PSA), treatment trends and serum stimulated LNCaP cell growth in men with early, biopsy proven prostate cancer after 1 year. None of the experimental group patients but 6 control patients underwent conventional treatment due to an increase in PSA and/or progression of disease on magnetic resonance imaging. PSA decreased 4% in the experimental group but increased 6% in the control group (p = 0.016). The growth of LNCaP prostate cancer cells (American Type Culture Collection, Manassas, Virginia) was inhibited almost 8 times more by serum from the experimental than from the control group (70% vs 9%, p <0.001). Changes in serum PSA and also in LNCaP cell growth were significantly associated with the degree of change in diet and lifestyle. Patient recruitment was limited to men who had chosen not to undergo any conventional treatment, which provided an unusual opportunity to have a nonintervention randomized control group to avoid the confounding effects of interventions such as radiation, surgery or androgen deprivation therapy. A total of 93 volunteers with serum PSA 4 to 10 ng/ml and cancer Gleason scores less than 7 were randomly assigned to an experimental group that was asked to make comprehensive lifestyle changes or to a usual care control group. Intensive lifestyle changes may affect the progression of early, low grade prostate cancer in men. Further studies and longer term followup are warranted. Aged Apoptosis Cell Line, Tumor Combined Modality Therapy Diet, Vegetarian Disease Progression Exercise Humans Life Style Magnetic Resonance Imaging Male Middle Aged Neoplasm Staging Outcome and Process Assessment (Health Care) Prostate Prostate-Specific Antigen Prostatic Neoplasms Statistics as Topic Tumor Cells, Cultured",1
238,77322,Individual psychosocial support for breast cancer patients: a randomized study of nurse versus psychologist interventions and standard care.,Cancer nursing,17510577,"In a prospective, randomized study, an individual psychosocial support intervention performed by specially trained oncology nurses, or psychologists, were compared with standard care. Consecutive primary breast cancer patients about to start adjuvant therapy (n = 179) were included. Data were supplied by the questionnaires European Organisation for Research and Treatment of Cancer Quality of Life Study Group Core Quality of life questionnaire with 30 questions (EORTC QLQ-C30) and Breast Cancer Module with 23 questions (BR23), the Hospital Anxiety and Depression Scale, Spielberger's State-Trait Anxiety Inventory, and the Impact of Event Scale before randomization and 1, 3, and 6 months later. Patient files provided data on utilization of psychosocial support offered in routine care. Global quality of life/health status, nausea and vomiting, and systemic therapy side effects were the subscales showing significant Group by Time interactions, favoring the interventions. Intervention groups improved statistically significantly more than the standard care group regarding insomnia, dyspnea, and financial difficulties. Nurse patients experienced less intrusion compared with the standard care group. All groups showed statistically and clinically significant improvements with time on several subscales. The intervention groups, however, improved to a greater extent. Fewer patients in the intervention groups used psychosocial hospital support compared with the standard care group. In conclusion, psychosocial support by specially trained nurses using techniques derived from cognitive behavioral therapy is beneficial for breast cancer patients and may be a realistic alternative in routine cancer care. Adaptation, Psychological Adult Aged Aged, 80 and over Anxiety Breast Neoplasms Emotions Female Humans Middle Aged Oncology Nursing Prospective Studies Psychological Techniques Quality of Life Treatment Outcome",1
239,77334,A brief intervention for fatigue management in breast cancer survivors.,Cancer nursing,18490891,"The purpose of this randomized control trial was to verify the effectiveness of a brief group intervention that combines stress management psycho-education and physical activity (ie, independent variable) intervention in reducing fatigue and improving energy level, quality of life (mental and physical), fitness (VO 2submax), and emotional distress (ie, dependent variables) in breast cancer survivors. This study applied Lazarus and Folkman stress-coping theoretical framework, as well as Salmon's unifying theory of physical activity. Eighty-seven French-speaking women who had completed their treatments for nonmetastatic breast cancer at a university hospital in Quebec City, Canada, were randomly assigned to either the group intervention (experimental) or the usual-care (control) condition. Data were collected at baseline, postintervention, and at 3-month follow-up. The 4-week group intervention was cofacilitated by 2 nurses. Results showed that participants in the intervention group showed greater improvement in fatigue, energy level, and emotional distress at 3-month follow-up, and physical quality of life at postintervention, compared with the participants in the control group. These results suggest that a brief psycho-educational group intervention focusing on active coping strategies and physical activity is beneficial to cancer survivors after breast cancer treatments. Adaptation, Psychological Breast Neoplasms Cognitive Behavioral Therapy Educational Status Fatigue Female Humans Middle Aged Motor Activity Psychological Tests Psychometrics Quality of Life Relaxation Therapy Surveys and Questionnaires Time Factors",1
240,77533,Mindfulness-based Cognitive Therapy and Persistent Pain in Women Treated for Primary Breast Cancer: Exploring Possible Statistical Mediators: Results From a Randomized Controlled Trial.,The Clinical journal of pain,28481837,"Statistically significant indirect effects were found for mindfulness nonreactivity (B=-0.17, BSCI [-0.32 to -0.04]) and pain catastrophizing (B=-0.76, BSCI [-1.25 to -0.47]). No statistically significant indirect effect was found for self-compassion (B=-0.09, BSCI [-0.30 to 0.04]). In a multiple mediator model, including mindfulness nonreactivity and pain catastrophizing, only pain catastrophizing remained statistically significant (B=-0.72, BSCI [-1.19 to -0.33]), explaining 78% of the effect. The results of the present study may have clinical implications. An increased focus on the proposed mediators may optimize the clinical use of MBCT for persistent pain in women treated for breast cancer. The aim of this study was to investigate possible statistical mediators in a randomized controlled trial of mindfulness-based cognitive therapy (MBCT) on pain intensity in women treated for primary breast cancer. The sample consisted of 129 women treated for breast cancer, presenting with persistent pain, who were randomly assigned to MBCT or a wait-list control. We previously reported a statistically significant and robust effect of MBCT on pain intensity (11-point numeric rating scale), which was included as the primary outcome. The proposed mediators were mindfulness (the Five Facet Mindfulness Questionnaire), self-compassion (the Short-Form Self-Compassion Scale), and pain catastrophizing (the Pain Catastrophizing Scale). Measurement points included baseline (T1), postintervention (T2), and 3- (T3) and 6-month (T4) follow-ups. All indirect effects of the mediators were tested in separate Multilevel Models, using the product-of-coefficients approach with bias-corrected confidence intervals (95% BSCI). The statistically significant mediators were then included in a multiple mediator model. Adult Aged Breast Neoplasms Catastrophization Female Follow-Up Studies Humans Linear Models Middle Aged Mindfulness Pain Pain Measurement Patient Compliance Retrospective Studies Surveys and Questionnaires Time Factors Treatment Outcome",1
241,78082,Body mass index and prostate cancer risk in the Carotene and Retinol Efficacy Trial.,European journal of cancer prevention : the official journal of the European Cancer Prevention Organisation (ECP),29521683,"The aim of this study was to investigate the association between BMI (kg/m) and prostate cancer risk. BMI is a modifiable lifestyle factor and may provide a unique opportunity for primary prevention of prostate cancer if a causal association exists. Data from 11 886 men from the Carotene and Retinol Efficacy Trial (CARET, 1985-1996 with active follow-up through 2005) comprising current and former heavy smokers were analyzed. CARET was a multicenter randomized, double-blind placebo-controlled chemoprevention trial testing daily supplementation of 30 mg β-carotene+25 000 IU retinyl palmitate for primary prevention of lung cancer. Prostate cancer was a secondary outcome. Nonaggressive disease was defined as Gleason less than 7 and stage I/II. Aggressive disease was primarily defined as at least Gleason 7 or stage III/IV, and secondarily by excluding Gleason 3+4 from the first definition. BMI was calculated from measured weight and height. Cox proportional hazards regression models were used to estimate hazard ratios (HRs) with 95% confidence intervals (CIs) for cancer incidence between BMI categories. During follow-up, 883 men were diagnosed with prostate cancer. In the analysis of aggressive disease when Gleason 3+4 was excluded, men with a BMI of at least 35 kg/m had an increased rate of prostate cancer (HR: 1.80, 95% CI: 1.04-3.11, Ptrend=0.04) compared with men with BMI 18-24.9 kg/m. No other differences were seen in risk estimates for overall, nonaggressive or aggressive prostate cancer including all Gleason 7 cases, between BMI categories. Our results show an association between having a BMI of at least 35 kg/m and an increased risk of aggressive prostate cancer (not including Gleason 3+4 tumors), but do not support an association between BMI and risk of overall, aggressive disease including all Gleason 7, or nonaggressive prostate cancer within a population of current and former heavy smokers. Aged Body Mass Index Double-Blind Method Female Follow-Up Studies Humans Incidence Lung Neoplasms Male Middle Aged Prognosis Prostatic Neoplasms Provitamins Risk Factors United States Vitamin A Vitamins beta Carotene",1
242,78751,System-Wide Improvement for Transitions After Ileostomy Surgery: Can Intensive Monitoring of Protocol Compliance Decrease Readmissions? A Randomized Trial.,Diseases of the colon and rectum,30489324,"This is a randomized controlled trial. One hundred patients with an ileostomy were randomly assigned. The most common indications were rectal cancer (n = 26) and ulcerative colitis (n = 21), and 12 were emergency procedures. Although intervention patients had better postdischarge phone follow-up (90% vs 72%; p = 0.025) and were more likely to receive outpatient intravenous fluids (25% vs 6%; p = 0.008), they had similar overall hospital readmissions (20.4% vs 19.6%; p = 1.0), readmissions for dehydration (8.2% vs 5.9%; p = 0.71), and acute renal failure events (10.2% vs 3.9%; p = 0.26). Multivariable analysis found that weekend discharges to home were significantly associated with readmission (OR, 4.5 (95% CI, 1.2-16.9); p = 0.03). Direct costs and patient satisfaction were similar. Patients undergoing elective or nonelective ileostomy as part of their operative procedure were selected. This study was conducted in 3 hospitals within a single health care system. Hospital readmission is common after ileostomy formation and frequently associated with dehydration. A surveillance strategy to ensure compliance with an ileostomy education program tracked patients more closely and was cost neutral, but did not result in decreased hospital readmissions compared with usual care. See Video Abstract at http://links.lww.com/DCR/A812. This study was limited by the heterogeneous patient population and by the potential effect of the intervention on providers taking care of patients randomly assigned to usual care. Unplanned hospital readmission within 30 days of discharge, readmission for dehydration, acute renal failure, estimated direct costs, and patient satisfaction were the primary outcomes measured. Surgeons, advanced practice providers, inpatient and outpatient nurses, and wound ostomy continence nurses participated in a robust ileostomy education and monitoring program (Education Program for Prevention of Ileostomy Complications) based on the published intervention. After informed consent, patients were randomly assigned to a postoperative compliance surveillance and prompting strategy that was directed toward the care team, versus usual care. This study was conducted to evaluate a previously published intervention to prevent dehydration and readmission. Aged Colonic Diseases Costs and Cost Analysis Female Guideline Adherence Humans Ileostomy Length of Stay Male Outcome Assessment, Health Care Patient Discharge Patient Education as Topic Patient Readmission Patient Satisfaction Postoperative Complications Risk Factors Transitional Care",1
243,78752,Randomized Clinical Trial: A Normocaloric Low-Fiber Diet the Day Before Colonoscopy Is the Most Effective Approach to Bowel Preparation in Colorectal Cancer Screening Colonoscopy.,Diseases of the colon and rectum,30844973,"Our aim was to assess whether or not a normocaloric low-fiber diet followed the day before a screening colonoscopy compromises the efficacy of bowel cleansing and may improve the tolerability of bowel preparation. Participants in both groups were similar in baseline characteristics. Adequate bowel preparation was achieved in 89.1% vs 95.7% in clear-liquid diet and low-fiber diet groups, showing not only noninferiority, but also superiority (p = 0.04). Low-fiber diet participants reported less fluid-intake perception (p = 0.04) and less hunger (p = 0.006), with no differences in bloating or nausea. The single-center design of the study could limit the external validity of the results. The present findings may not be comparable to other clinical settings. A normocaloric low-fiber diet the day before a screening colonoscopy achieved better results than a clear-liquid diet in terms of adequate colon preparation. Moreover, it also improved the perception of hunger and excessive fluid intake. Registered at clinicaltrials.gov: NCT02401802. See Video Abstract at http://links.lww.com/DCR/A829. Primary outcome was the adequate bowel preparation rate measured with the Boston bowel preparation scale. Secondary outcomes included tolerability, fluid-intake perception, hunger, side effects, and acceptability. Participants were randomly assigned to a clear-liquid diet or a normocaloric low-fiber diet the day before the colonoscopy. Both groups received 4 L of polyethylene glycol in a split-dose regimen. A total of 276 consecutive participants of the Barcelona colorectal cancer screening program were included. The study was conducted at a tertiary care center. This is a randomized, endoscopist-blinded, noninferiority clinical trial. Clinical guidelines recommend either a clear-liquid diet or a low-fiber diet for colonoscopy preparation. Participants in a screening program are usually motivated healthy individuals in which a good tolerability is important to improve adherence to potential surveillance colonoscopies. Cathartics Colon Colonoscopy Colorectal Neoplasms Diet Therapy Dietary Fiber Drinking Early Detection of Cancer Energy Intake Female Humans Male Middle Aged Outcome Assessment, Health Care Preoperative Care",1
244,79164,Trial of Optimal Personalised Care After Treatment-Gynaecological Cancer (TOPCAT-G): A Randomized Feasibility Trial.,International journal of gynecological cancer : official journal of the International Gynecological Cancer Society,29324539,"The unblinded trial aimed to recruit patients who had completed treatment of cervical, endometrial, epithelial ovarian, or vulval cancer within the previous 3 months at 3 North Wales hospitals. We randomized participants to either usual hospital-based follow-up or specialist nurse-led telephone education, empowerment, and structured needs assessment follow-up. The primary outcomes assessed the feasibility of running a larger trial including patient eligibility, recruitment and retention rates, and outcome measure completion. Secondary outcomes were generic and health-related quality of life and a patient self-report health service use (Client Service Receipt Inventory) data collected at 3 time points (baseline, 3 months, and 6 months). Of the 58 women screened, 44 were eligible (76%) and 24 (55%) were recruited and randomized (12:12 to control and intervention, respectively). One participant was lost to follow-up. Recruited participants had a mean (SD) age of 60 (11.2) years and were approximately 5 months from their initial diagnosis (mean [SD], 159 [58] days). Seventeen (71%) of the participants had an endometrial cancer diagnosis. All outcome measure completion rates exceeded 96%. Although not a core feasibility objective, analyses of outcome measures indicated positive changes in quality of life and well-being within the Optimal Personalised Care After Treatment-Gynaecological group; exploratory cost consequence analysis indicated that the nurse-led intervention had a mean total service use cost of £27 per patient (bootstrapped 95% confidence interval, -£290 to £240) lower than did the standard care group. This study aimed to evaluate the feasibility of completing a parallel-group randomized controlled trial to compare usual follow-up care for women who have completed treatment of gynecological cancer against a nurse-led telephone intervention, known as Optimal Personalised Care After Treatment-Gynaecological. Eligibility, recruitment, and retention rates as well as outcome measure completion showed that the trial is feasible. Adult Aftercare Aged Calibration Cost-Benefit Analysis Feasibility Studies Female Genital Neoplasms, Female Humans Middle Aged Nurse-Patient Relations Precision Medicine Quality of Life Telephone",1
245,79317,Effects of a Psychoeducational Intervention in Patients With Breast Cancer Undergoing Chemotherapy.,The journal of nursing research : JNR,29360672,"A randomized controlled trial was conducted. Patients with breast cancer (N = 40) were randomly assigned to either the experimental or control group. The experimental group participated in PEI, a brief and highly structured program consisting of two parts: (a) an educational manual that addressed depression, anxiety, disease-specific care knowledge, self-efficacy, and resilience and (b) a self-assessment of learning. The control group received only traditional pamphlet education. Data were collected at four time points: before the first chemotherapy session (T1), during the third chemotherapy session (T2), during the fifth chemotherapy session (T3), and at 2 weeks after the final chemotherapy session (T4). Face-to-face PEI for patients with breast cancer is potentially effective in improving knowledge, resilience, and quality of life during and after chemotherapy. In the current study, PEI significantly improved disease care techniques, reduced chemotherapy-related discomfort, and improved quality of life for participants in the experimental group. Compelling evidence has yet to be published regarding the positive effect of psychoeducational interventions (PEIs) on psychological distress in patients with breast cancer. The impact of PEIs on self-efficacy, resilience, and quality of life is also unclear. The aim of this study was to assess the effects of a PEI on anxiety, depression, disease-specific care knowledge, self-efficacy, resilience and quality of life in patients with breast cancer during and after chemotherapy. The intervention was administered before and during five rounds of chemotherapy treatment. Anxiety, depression, resilience, and quality of life in the experimental group showed significant differences at T4. Significant differences became apparent at T2 for knowledge and at T3 for self-efficacy. The effects of knowledge, resilience, and quality of life remained significant when group and time interactions were included in the model, showing a positive relationship between PEI and the variables of knowledge, resilience, and quality of life. Adult Anxiety Breast Neoplasms Depression Female Health Knowledge, Attitudes, Practice Humans Middle Aged Psychotherapy Quality of Life Resilience, Psychological Self Efficacy Treatment Outcome Young Adult",1
246,79318,Significant Effect of Acupressure in Elevating Blood Stem Cell Factor During Chemotherapy in Patients With Gynecologic Cancer.,The journal of nursing research : JNR,30395021,"At posttest, blood hemoglobin had significantly decreased from (mean ± SD) 11.6 ± 2.2 to 10.8 ±1.6 mg/dl (p = .03) in the control group. However, no significant pretest-posttest difference in hemoglobin concentration (11.4 ± 1.0 vs. 10.9 ± 1.1 mg/dl) was detected in the experimental group. Levels of SCF increased significantly between pretest and posttest in both the control group (from 1196.10 ± 293.17 to 1325.05 ± 253.77 ng/ml; p = .01) and the acupressure group (from 1046.78 ± 469.52 to 1387.06 ± 310.00 ng/ml; p = .007). In addition, a borderline difference (p = .05) in mean pretest-posttest SCF increase was found between the acupressure group (340.28 ± 255.46 ng/ml) and the control group (128.94 ± 250.64 ng/ml). Finally, a significant time-dependent interactive effect was found between acupressure and the increased blood level of SCF at posttest (β = 211.34, p = .02). In total, 28 women with gynecological cancer were randomly assigned either to the experimental group (n = 10) or to the control group (n = 18). The experimental group received acupressure of 5-minute duration to the Hegu (LI4), Quchi (LI11), Xuehai (SP10), Sanyinjiao (SP6), Taixi (K3), Zusanli (ST36), Taichong (LR3), and Baihui (GV20) points, respectively, three times per day for 6 weeks. The control group did not receive the acupressure intervention. The blood count, including white blood cells, platelets, and hemoglobin, and serum levels for SCF and granulocyte-macrophage colony-stimulating factor were assessed before (pretest) and 6 weeks after (posttest) the participants' first course of chemotherapy. The aims of this study were to evaluate the effectiveness of noninvasive acupressure in preventing and diminishing chemotherapy-induced myelosuppression in patients with gynecologic cancer and to determine whether this effect is associated with the regulation of the expressions of granulocyte-macrophage colony-stimulating factor and stem cell factor (SCF). Chemotherapy is used mainly to treat and control the progression of gynecological cancer. Bone marrow suppression, one of the adverse side effects of chemotherapy, may decrease immune function, increasing the risk of serious, fatal infections. The findings support that acupressure on specific acupoints increases blood SCF levels significantly, which may help protect chemotherapy patients from experiencing reduced hemoglobin levels and may relieve chemotherapy-induced myelosuppression in patients with gynecologic cancer. This noninvasive approach is suggested for practical implementation in patients undergoing a course of chemotherapy. Acupressure Adult Aged Aged, 80 and over Antineoplastic Agents Female Genital Neoplasms, Female Humans Leukemia, Myeloid, Acute Middle Aged Stem Cell Factor Taiwan",1
247,80851,Effect of nerve electrical stimulation for treating chemotherapy-induced nausea and vomiting in patients with advanced gastric cancer: A randomized controlled trial.,Medicine,30572473,"After treatment, NES showed greater effectiveness in reducing the severity of nausea (P = .02), and vomiting (P = .04), as well as the appetite improvement (P = .02), compared with the sham NES. Furthermore, no adverse events related to NES treatment were detected. One hundred twenty-four eligible patients with AGC were included in this randomized controlled trial. They were equally divided the NES group and the sham group. The patients in the NES group received NES intervention, while the subjects in the sham group underwent sham NES. The primary outcome included symptoms severity and appetite. The secondary outcomes included quality of life, as measured by the MD Anderson Symptom Inventory (MDASI) score, and functional impairment, as evaluated by the Karnofsky score. Additionally, adverse events were also documented during the period of the treatment. This randomized controlled trial evaluated the effectiveness of nerve electrical stimulation (NES) for the treatment of chemotherapy-induced nausea and vomiting (CINV) in patients with advanced gastric cancer (AGC). The results of this study demonstrated that NES may help to relieve CINV in patients with AGC. Future studies are still needed to warrant these results. Adult Aged Antineoplastic Agents Appetite Electric Stimulation Therapy Female Humans Male Middle Aged Nausea Severity of Illness Index Stomach Neoplasms Transcutaneous Electric Nerve Stimulation Treatment Outcome Vomiting",1
